pickup_location,destination_location,num_stops,distance_km,duration_min,actual_eta_min,weather,time_of_day,traffic_level
Piercehaven,Jonesshire,0,147.4,164.6,179.46,Cloudy,Night,Light
Judytown,South Antoniomouth,3,382.24,513.35,556.85,Rainy,Morning,Moderate
Autumnstad,East Kimberly,1,250.95,321.78,331.11,Foggy,Evening,Moderate
Brandonmouth,South Bradleychester,0,498.25,567.04,532.66,Cloudy,Night,Moderate
New Linda,Lake Joel,3,467.97,635.31,635.27,Clear,Evening,Light
Cochranberg,Warrenton,0,156.01,226.26,230.55,Cloudy,Evening,Moderate
Emilyfort,East Timothy,1,475.84,502.22,549.84,Clear,Afternoon,Heavy
East Thomas,South Andrea,1,379.58,539.14,528.86,Clear,Morning,Moderate
Lake Jake,North Mackenzie,2,451.39,537.96,506.73,Rainy,Afternoon,Moderate
Andersonstad,Blankenshipstad,0,148.31,191.88,193.94,Clear,Evening,Heavy
Rayfort,Lake Jamiemouth,3,369.63,539.64,557.15,Cloudy,Morning,Light
West David,Caseychester,2,101.14,149.13,154.27,Foggy,Night,Light
East Jason,Port Codymouth,3,35.3,47.19,44.99,Rainy,Afternoon,Light
East Debbie,South Connie,3,179.5,195.56,179.02,Rainy,Evening,Light
Murrayville,Lake Rebecca,0,240.32,309.76,321.7,Clear,Evening,Light
Triciastad,South Deborahland,0,45.44,53.91,54.3,Rainy,Morning,Moderate
East Hollyland,Collinmouth,2,247.27,270.34,269.09,Foggy,Morning,Heavy
Millerburgh,East Amanda,2,251.27,341.8,342.19,Rainy,Evening,Light
Scottport,Kimberlychester,2,221.14,245.64,249.74,Clear,Evening,Heavy
West Sheri,Port Ashley,2,479.18,576.83,622.37,Rainy,Night,Moderate
Kaylaborough,Johnsonmouth,1,286.84,322.05,323.8,Cloudy,Morning,Heavy
West Tracyland,Aaronmouth,0,174.86,212.4,200.91,Rainy,Morning,Moderate
South Carrie,West Lisa,1,316.06,444.7,458.78,Clear,Evening,Heavy
Garnerport,Colemanmouth,2,22.88,30.88,27.87,Cloudy,Morning,Light
Port Matthewside,North Tiffanyland,0,246.2,273.79,289.72,Foggy,Evening,Light
Aguirretown,New Kimberlyberg,1,246.55,356.77,339.25,Cloudy,Evening,Heavy
Samuelfurt,New Tracy,1,325.94,368.23,334.73,Foggy,Evening,Moderate
East Philipfort,Julieport,2,201.09,272.4,284.83,Clear,Evening,Moderate
East Sherryside,Thompsonfort,1,190.03,263.89,271.63,Rainy,Morning,Moderate
Valdezchester,Tammybury,2,225.96,282.14,269.02,Cloudy,Morning,Moderate
Port Jessica,Shannonfurt,1,366.27,479.34,489.26,Clear,Evening,Light
Salasbury,Charlesshire,0,25.76,29.27,27.05,Clear,Morning,Heavy
Hickston,Turnermouth,0,70.59,102.74,105.91,Clear,Evening,Heavy
West Brenda,Lake Steven,3,486.56,694.24,673.1,Foggy,Night,Moderate
Port Paultown,Geraldmouth,1,31.29,39.0,39.68,Foggy,Afternoon,Light
Lake Jacobburgh,Lake Laurieshire,1,16.32,19.34,17.69,Rainy,Afternoon,Moderate
Lake Ashley,Cortezville,0,242.28,349.08,337.47,Foggy,Evening,Heavy
North Cody,North Vickie,1,470.85,545.21,503.8,Cloudy,Morning,Light
Port Bobbyburgh,Billyburgh,0,342.77,443.14,432.47,Clear,Afternoon,Heavy
South Brandychester,West Thomaston,3,369.18,379.76,360.45,Cloudy,Night,Heavy
Port Sandy,Staceymouth,2,151.49,217.2,209.34,Clear,Night,Light
Hessfort,East Belindaland,2,203.02,209.34,194.23,Clear,Morning,Light
Vaughnburgh,Blakechester,3,485.99,578.39,537.82,Foggy,Afternoon,Heavy
Bryantton,Katherineshire,3,106.03,117.0,108.27,Cloudy,Evening,Heavy
Potterchester,South Curtis,0,132.48,172.03,182.11,Rainy,Morning,Moderate
West Stevenmouth,Angelaview,0,383.08,400.54,373.97,Rainy,Afternoon,Light
North Edward,Samuelside,2,362.53,436.04,418.13,Clear,Morning,Moderate
Port Cody,Steelestad,1,178.84,230.77,252.88,Clear,Afternoon,Heavy
New Sarah,Allisontown,3,431.46,529.65,569.71,Clear,Night,Moderate
Jeffreychester,Lake Jenniferchester,1,113.53,118.79,116.17,Cloudy,Night,Heavy
Rodriguezbury,Brownside,0,440.94,564.31,581.14,Clear,Evening,Moderate
Richardsonchester,Sheppardmouth,0,193.17,275.27,260.43,Cloudy,Night,Moderate
West Alexanderfort,East Alicia,1,190.94,199.37,214.85,Foggy,Morning,Heavy
New Kylestad,Port Elizabethbury,2,41.33,46.96,49.11,Rainy,Afternoon,Light
Christopherport,Port Nicholas,3,133.92,186.77,171.84,Cloudy,Night,Moderate
East Susanstad,Brettfort,0,61.73,92.53,89.16,Foggy,Evening,Moderate
South Charleschester,Prestonborough,3,13.65,17.2,16.6,Clear,Morning,Light
Wilsontown,Warrenview,3,251.35,295.24,316.6,Clear,Morning,Moderate
West Rachelfurt,Pricebury,2,435.0,596.23,574.41,Rainy,Afternoon,Heavy
Walterland,Lopezfort,1,355.2,368.26,336.49,Foggy,Night,Moderate
Brianstad,South Davidstad,2,499.99,689.83,750.31,Foggy,Morning,Light
Newmanport,Lake Andrew,1,17.25,19.28,19.65,Cloudy,Afternoon,Heavy
South Sara,Wolfefurt,2,45.26,53.35,51.33,Cloudy,Morning,Heavy
Kennethmouth,Cindyland,1,408.44,525.48,527.32,Clear,Afternoon,Light
Lake Michealfort,South Frederick,2,409.73,534.76,534.31,Foggy,Evening,Light
Katelynborough,Mossbury,0,364.91,395.7,423.93,Rainy,Morning,Heavy
Fernandoton,West Daniel,2,441.42,634.19,680.38,Cloudy,Evening,Moderate
Bradleybury,South Sarahstad,3,368.9,442.22,429.28,Rainy,Evening,Light
North Jeremy,North Markmouth,2,445.02,511.03,465.45,Foggy,Evening,Moderate
West Caroline,South Melodyview,3,126.9,133.77,131.77,Foggy,Morning,Light
North Jeffrey,Smithbury,3,49.53,73.6,75.44,Foggy,Night,Light
West David,Sethstad,3,172.84,232.77,234.39,Foggy,Evening,Moderate
Morachester,Dennisside,0,340.14,406.16,441.75,Clear,Afternoon,Moderate
New Garrettport,Lake Regina,1,451.57,658.3,658.91,Cloudy,Evening,Light
Smithport,Elliottton,3,452.18,676.75,645.71,Foggy,Morning,Light
Weberside,Transtad,1,388.89,526.19,562.88,Foggy,Evening,Light
Lake Mackenzieborough,New Jeffrey,0,265.54,385.84,413.29,Foggy,Night,Light
New Jorgefurt,Port Jack,0,18.79,19.3,19.43,Clear,Afternoon,Heavy
South Johnchester,Whitebury,0,385.65,571.18,593.82,Cloudy,Night,Heavy
North Janet,Lopezburgh,3,312.73,416.26,457.6,Foggy,Afternoon,Light
Lake Michele,North Jamesmouth,1,211.1,232.88,251.36,Clear,Afternoon,Light
Danielborough,Cookeburgh,3,137.32,185.87,180.69,Rainy,Afternoon,Moderate
Whitakerstad,New Brenda,2,252.67,269.2,266.79,Foggy,Night,Heavy
Bairdburgh,East Vanessastad,3,203.99,269.65,287.53,Foggy,Morning,Light
Lake Garyview,Wilsonland,2,388.12,540.6,530.42,Rainy,Morning,Heavy
Melissaberg,Davidfort,1,40.32,50.42,49.1,Foggy,Morning,Heavy
Claudiaview,New Natashaton,2,102.52,103.07,107.06,Rainy,Afternoon,Moderate
South John,Markchester,3,266.17,288.93,277.4,Foggy,Morning,Light
South Tammiechester,Derekshire,2,264.71,392.49,403.59,Rainy,Morning,Moderate
Smithport,Alexisport,2,406.73,421.23,448.23,Foggy,Night,Heavy
Port Robertfort,South Andrew,3,228.51,319.07,316.87,Foggy,Night,Light
Kimberlyport,Port Wendymouth,3,232.21,267.39,255.84,Clear,Morning,Moderate
Amymouth,East Jenniferhaven,0,461.95,590.64,575.45,Foggy,Evening,Heavy
New Daisyfort,South David,2,222.0,254.56,247.88,Rainy,Night,Moderate
East Brianland,North Brendaside,1,259.29,324.07,350.3,Rainy,Evening,Heavy
Laurafurt,West Markside,2,162.43,179.93,168.76,Foggy,Night,Moderate
New Kevinside,Jacksonfort,2,30.95,33.93,31.14,Foggy,Evening,Heavy
Kathyview,West Caitlin,2,487.21,719.85,776.91,Cloudy,Evening,Moderate
Carrietown,North Margaret,0,107.97,150.28,152.0,Rainy,Morning,Light
Escobarborough,Port Ashleymouth,1,120.54,128.27,125.31,Clear,Night,Light
North Dawn,Smithstad,2,188.43,192.18,194.65,Rainy,Night,Heavy
East Ginaborough,Hillfort,0,32.9,44.28,48.2,Clear,Morning,Light
South Anthonyland,New Kimberly,1,41.85,47.66,51.14,Cloudy,Evening,Moderate
Port Stacyside,Fernandezton,2,463.88,653.5,646.76,Clear,Morning,Light
North Melanie,Port Danielfurt,1,26.88,32.3,30.08,Clear,Night,Moderate
West Roberthaven,Angelaside,2,115.94,143.39,156.54,Clear,Morning,Moderate
Douglasview,Danielbury,3,283.83,343.1,354.59,Clear,Morning,Heavy
Andrewbury,Port Lisa,3,275.94,358.36,363.79,Cloudy,Evening,Light
East Tracy,Port Randallchester,1,266.34,397.24,381.38,Foggy,Night,Heavy
Lake Luismouth,Lake Zachary,0,124.44,130.65,129.12,Cloudy,Evening,Heavy
Shanehaven,Huffmantown,2,283.08,352.41,323.58,Clear,Afternoon,Moderate
Watersport,Barbarabury,0,137.25,156.4,152.26,Clear,Evening,Heavy
Port Beth,West Kristenchester,2,275.78,331.51,335.28,Cloudy,Morning,Moderate
Lamburgh,Lisafurt,1,38.74,54.26,57.19,Rainy,Evening,Light
Howardshire,New Cesarfort,2,177.42,250.54,233.67,Foggy,Morning,Light
Samanthaport,West Brittneyport,2,50.82,70.72,74.69,Foggy,Morning,Light
West Mary,North Devinchester,0,236.48,266.08,282.34,Clear,Evening,Heavy
Moraleschester,South John,1,186.42,197.61,180.77,Rainy,Afternoon,Light
East Juan,Lake Ryanview,1,44.27,49.72,49.28,Clear,Morning,Heavy
Pachecobury,South Jessica,0,160.66,162.96,153.5,Foggy,Night,Heavy
Bryanburgh,Molinaborough,2,213.73,233.81,213.14,Foggy,Afternoon,Heavy
West Amanda,Markbury,1,356.46,530.69,515.99,Cloudy,Morning,Moderate
Meghanburgh,Alexanderside,0,76.85,80.42,76.92,Rainy,Morning,Moderate
New Deanborough,East Robert,3,383.94,535.7,581.97,Foggy,Evening,Heavy
Rebeccaside,New John,2,167.67,209.26,216.88,Foggy,Evening,Heavy
Wallaceport,South Victormouth,2,411.34,433.24,456.98,Rainy,Afternoon,Moderate
West Daniel,Goodchester,0,20.86,26.67,27.83,Foggy,Afternoon,Heavy
Jamesfort,Washingtonbury,3,357.24,455.04,411.58,Cloudy,Evening,Light
Lake Kristinmouth,Hillchester,2,228.0,327.76,356.79,Rainy,Afternoon,Moderate
Port Lisabury,North Amanda,3,13.5,19.28,19.41,Rainy,Morning,Heavy
Sophiashire,West Nicholasview,0,491.13,711.1,768.26,Rainy,Night,Heavy
Danastad,Johnsonview,0,143.19,201.0,193.97,Foggy,Morning,Moderate
Montgomeryburgh,Port Dakota,1,14.1,18.48,19.04,Cloudy,Evening,Light
New John,Davidhaven,2,474.74,600.97,548.86,Rainy,Evening,Moderate
New Patricia,Brownborough,1,159.38,176.79,167.46,Foggy,Morning,Light
South Kevinstad,North Steven,1,301.67,435.36,467.83,Foggy,Afternoon,Light
Marialand,West Angelaview,2,372.72,477.7,481.49,Foggy,Morning,Heavy
Lawsonchester,South Tara,3,298.45,391.34,402.59,Rainy,Afternoon,Heavy
Stevenville,New Francisfort,3,499.08,676.27,689.96,Clear,Afternoon,Moderate
Osbornestad,Meyerschester,2,301.15,377.88,358.86,Rainy,Evening,Heavy
Port Tiffanyville,South Jasonchester,2,468.7,569.93,605.83,Clear,Night,Heavy
South Ryan,East Jacobport,0,43.72,58.24,54.79,Rainy,Night,Moderate
North John,New Markburgh,1,81.3,97.97,95.79,Foggy,Afternoon,Heavy
North Thomasburgh,Port Veronicaville,0,282.78,408.94,380.96,Foggy,Afternoon,Light
Melissaberg,Laurashire,3,137.24,171.24,187.79,Cloudy,Night,Moderate
Turnerville,Thomasfort,3,264.54,323.55,310.63,Rainy,Night,Heavy
Port Andrewfort,South Tyler,1,250.49,251.37,273.55,Cloudy,Evening,Heavy
Hannahview,New Paul,1,29.5,31.69,30.96,Rainy,Evening,Heavy
Olsonview,West Laurenview,1,143.36,210.75,212.29,Clear,Evening,Heavy
New Juliestad,Chasefort,0,68.0,90.56,91.89,Cloudy,Night,Moderate
Mayershire,Lake Jonmouth,3,480.65,483.18,482.76,Clear,Evening,Light
Butlerberg,North Nicoleborough,2,305.04,439.42,482.3,Rainy,Night,Light
East Rebecca,Lake Michelle,2,268.37,394.62,388.63,Cloudy,Night,Heavy
Richardchester,East Tracy,1,396.42,490.55,530.57,Clear,Afternoon,Moderate
East Jamiefurt,Port Amanda,2,423.36,452.45,488.41,Clear,Night,Moderate
Mckeeport,Buchananchester,1,266.38,394.46,404.02,Cloudy,Afternoon,Heavy
West Randallberg,North Stephen,0,222.18,256.6,231.05,Clear,Morning,Moderate
Patrickshire,Port Philipberg,3,379.58,524.15,486.96,Foggy,Night,Moderate
Lake Ashley,South Josephhaven,3,31.04,45.69,46.01,Foggy,Afternoon,Heavy
West Justinside,New Ashley,2,237.3,278.24,299.87,Rainy,Morning,Heavy
New Tony,West Alicia,3,145.36,201.23,196.45,Clear,Afternoon,Light
East Kevinville,Caseyborough,2,57.69,80.04,86.6,Foggy,Morning,Heavy
Carterhaven,South Jamesbury,2,100.63,142.35,137.63,Rainy,Afternoon,Heavy
Lake April,Baileyside,1,39.76,53.56,55.14,Rainy,Evening,Light
West Teresa,Port Andrew,3,305.97,333.76,334.82,Rainy,Night,Moderate
West Christineshire,Dianashire,1,93.08,135.15,140.98,Clear,Afternoon,Heavy
Lake Andrew,Kennethview,2,70.84,97.68,100.05,Cloudy,Morning,Heavy
Port Jessebury,East Williemouth,2,26.2,37.09,40.67,Foggy,Morning,Moderate
Katieville,Jenniferberg,3,489.61,666.1,675.29,Clear,Night,Heavy
Sarahton,North Nicholasborough,0,245.88,248.17,250.21,Rainy,Evening,Moderate
South Joseph,North Laurie,2,81.7,81.7,78.98,Rainy,Evening,Moderate
West Christopher,Lake Elizabeth,2,475.54,559.42,524.15,Cloudy,Evening,Light
New Kimberlychester,South Douglasland,0,185.87,247.22,235.18,Clear,Evening,Light
North Krista,Lake John,1,432.96,591.09,610.47,Clear,Morning,Heavy
Ruthbury,North Bryan,1,21.31,28.4,28.59,Cloudy,Night,Light
East Joshuastad,Penningtonmouth,0,230.31,243.68,227.1,Cloudy,Night,Light
South Matthew,Allisonton,2,87.64,126.33,130.57,Foggy,Evening,Heavy
South Sarafort,Tanyamouth,0,189.93,233.24,244.14,Rainy,Afternoon,Heavy
Cynthiaport,New Melissa,0,461.94,476.26,453.43,Clear,Morning,Moderate
East Maxwell,South Emilyland,1,103.15,126.04,136.71,Foggy,Afternoon,Heavy
Houstonfurt,South Tiffany,2,82.91,110.71,99.68,Cloudy,Morning,Moderate
Traciburgh,Port Kim,3,311.94,440.61,483.39,Foggy,Afternoon,Light
Port Angie,West Tyler,0,271.69,326.14,338.86,Rainy,Afternoon,Moderate
Lake Stephenville,Douglasfurt,0,426.67,541.63,488.5,Rainy,Morning,Heavy
New Williamville,Christopherland,3,40.13,40.17,37.21,Rainy,Evening,Moderate
Zacharyville,Port Jefferyshire,3,240.52,360.65,378.53,Foggy,Evening,Moderate
Jameshaven,Joycestad,1,127.2,175.26,158.17,Clear,Morning,Heavy
Lake Marymouth,Janetville,0,171.47,176.8,176.33,Clear,Night,Moderate
Leebury,Amyview,3,395.21,479.41,450.22,Clear,Afternoon,Moderate
Conwaychester,Anthonyton,1,456.42,674.86,630.59,Rainy,Night,Heavy
New Malloryburgh,South Yolandashire,0,79.24,106.89,112.75,Clear,Afternoon,Moderate
East Wendy,Gonzalezside,3,285.32,307.92,286.23,Clear,Evening,Moderate
Davidmouth,New Jeffrey,1,423.43,558.63,549.79,Clear,Evening,Heavy
Ashleybury,Marthaville,1,169.52,237.17,232.35,Foggy,Night,Moderate
Carlshire,Morrisborough,1,95.0,117.27,128.81,Rainy,Night,Heavy
West Margaretfort,Millerburgh,0,273.5,341.44,344.3,Rainy,Evening,Moderate
New Rachelton,Harrisville,2,369.26,535.17,580.94,Rainy,Morning,Light
West William,Dorseyburgh,2,411.95,526.63,556.16,Clear,Morning,Moderate
Lake Adamville,North Kelly,0,322.8,374.57,382.93,Clear,Evening,Moderate
Nortonfort,Lake Williambury,2,411.91,425.0,455.39,Cloudy,Evening,Heavy
Port Mary,North Elizabethfort,2,456.98,459.6,446.63,Cloudy,Afternoon,Heavy
Meganview,East Nicolefurt,3,117.3,168.31,159.04,Foggy,Morning,Heavy
West Ronaldport,Fordfurt,1,407.99,421.14,391.9,Rainy,Evening,Moderate
West Elizabethbury,Serranomouth,3,118.6,125.55,114.18,Clear,Night,Heavy
Christinebury,East Nicole,2,126.63,138.55,144.15,Rainy,Afternoon,Heavy
Lake Ambertown,New Williamshire,2,288.74,405.86,412.22,Cloudy,Afternoon,Light
East Michael,Jennifertown,0,343.5,434.2,405.51,Rainy,Evening,Heavy
Lake Tannerchester,Castroton,2,491.7,601.88,547.99,Foggy,Night,Moderate
Lake Steven,Christineborough,1,147.73,213.24,226.89,Cloudy,Evening,Light
Robbinsberg,Washingtonport,3,226.82,337.3,337.17,Cloudy,Afternoon,Moderate
East Rebecca,Williamhaven,0,79.1,95.23,85.75,Rainy,Evening,Heavy
South Sabrinatown,Curtisstad,2,25.17,29.17,31.01,Rainy,Night,Heavy
Petersonview,Hahntown,3,400.56,558.82,508.49,Foggy,Night,Heavy
Smithport,North Jeffchester,2,216.86,324.13,348.49,Foggy,Afternoon,Heavy
North Karen,West Angela,2,369.15,502.14,538.44,Cloudy,Evening,Moderate
Jonesland,Jenkinsview,3,316.62,340.49,357.24,Rainy,Night,Heavy
Doyleshire,Lunaburgh,0,256.29,263.9,258.45,Cloudy,Afternoon,Moderate
Lake Gabrielview,New James,0,145.44,146.84,134.87,Foggy,Afternoon,Moderate
East Laura,South Matthewfurt,0,112.21,133.08,126.85,Clear,Night,Moderate
South Lisamouth,Cobbshire,3,292.83,325.86,356.24,Foggy,Morning,Light
New Lauraborough,South Philip,0,220.19,311.3,310.37,Cloudy,Morning,Moderate
South Adrian,South Rick,2,344.4,466.66,507.95,Clear,Night,Heavy
Port Jacobfort,New Stephenborough,2,21.67,22.18,22.69,Foggy,Afternoon,Heavy
South Geoffreyville,Port Melissastad,0,485.59,529.2,478.42,Cloudy,Evening,Moderate
Wesleyberg,East Matthew,1,148.16,161.19,172.87,Rainy,Morning,Moderate
North John,Alexisstad,0,91.94,111.9,110.55,Rainy,Evening,Light
Navarroland,Jonesmouth,3,338.04,346.68,329.45,Cloudy,Evening,Light
North Matthewtown,West Erichaven,2,494.74,649.98,693.59,Rainy,Morning,Light
Michaelfort,South Jonathanfurt,0,273.36,331.86,302.53,Rainy,Morning,Light
South Jeremyberg,Gregorymouth,3,388.56,487.29,474.56,Clear,Morning,Light
Johnfurt,North Brittany,1,463.02,626.93,663.93,Clear,Morning,Moderate
East Sharonport,Port Katherinefort,3,162.47,181.26,177.01,Foggy,Afternoon,Light
Nicholsland,Pearsonstad,3,212.51,214.95,215.95,Clear,Night,Moderate
Loriport,North Scott,0,485.7,601.95,560.67,Clear,Afternoon,Heavy
Port Kelli,Peckside,3,194.5,243.9,235.73,Foggy,Afternoon,Moderate
North Joseph,South Danielstad,1,179.12,228.91,224.36,Cloudy,Night,Heavy
Port Joseph,West Annetteburgh,0,370.36,500.08,514.56,Rainy,Afternoon,Heavy
Port Keithside,Lisahaven,0,64.07,65.65,70.45,Foggy,Afternoon,Light
Lake Joshua,West Jason,3,392.17,472.65,500.2,Rainy,Morning,Moderate
New Ginatown,Watsonton,3,151.75,198.67,212.25,Rainy,Afternoon,Heavy
Mcleanstad,Smithfurt,2,95.06,99.14,100.09,Clear,Night,Moderate
West Danielbury,Kristenmouth,2,123.39,135.11,122.3,Foggy,Evening,Moderate
South Edwardmouth,Lake Nicholas,3,12.83,19.15,19.28,Clear,Night,Light
East Brendaside,Michaeltown,2,462.06,519.59,497.25,Cloudy,Night,Moderate
South Dwayne,Rollinsview,0,416.37,524.82,521.29,Clear,Morning,Moderate
East Steven,Andrewland,3,32.75,36.19,39.01,Foggy,Morning,Light
Jacobsville,Wilsonmouth,2,86.2,120.53,126.26,Rainy,Evening,Light
Margarettown,Port Robertport,0,441.76,630.09,682.03,Foggy,Night,Moderate
Chelseaport,Sandrastad,2,422.22,436.89,469.81,Rainy,Night,Moderate
Jacquelinefort,Mannstad,2,140.97,197.65,217.16,Clear,Afternoon,Moderate
Rodriguezmouth,Port Carlaborough,1,259.36,333.69,306.42,Rainy,Morning,Heavy
Smithberg,Ricardotown,2,305.88,458.66,460.87,Rainy,Afternoon,Heavy
South Lauraview,Elizabethport,0,267.92,294.73,270.81,Rainy,Night,Light
Jeremytown,Cooperville,3,283.39,378.08,401.06,Rainy,Afternoon,Moderate
Port Jasonbury,South Sharon,2,105.31,140.99,133.64,Cloudy,Afternoon,Light
Raychester,Andersonside,0,238.97,255.12,274.53,Cloudy,Afternoon,Light
Andrewberg,Lake John,3,350.46,431.1,393.48,Rainy,Night,Light
Parkerport,Morristown,3,266.91,339.98,361.48,Foggy,Afternoon,Moderate
East Nathanberg,West Jennachester,2,64.16,89.9,86.55,Rainy,Afternoon,Moderate
West Tommy,Ruiztown,3,139.25,190.03,207.36,Clear,Night,Moderate
Kellyton,Lake Danielstad,1,149.02,170.2,159.89,Foggy,Evening,Light
Jenniferborough,Mcdanielport,0,152.82,193.09,208.14,Cloudy,Night,Moderate
Port Dorisborough,Fieldstown,0,426.32,520.08,498.77,Cloudy,Afternoon,Heavy
Mooneychester,New Julie,3,57.84,62.69,58.5,Rainy,Afternoon,Light
East Susan,Courtneybury,0,189.72,219.42,234.26,Foggy,Evening,Heavy
Hoffmanmouth,West Terri,2,159.16,170.24,173.22,Rainy,Afternoon,Heavy
Kimberlyberg,East Jeffreyville,3,295.63,384.57,390.3,Rainy,Evening,Moderate
Pacechester,Lake Robert,1,139.74,172.95,169.13,Foggy,Afternoon,Moderate
Bethmouth,Port Candacemouth,0,102.82,122.75,113.08,Cloudy,Afternoon,Heavy
East Melindaland,East Annville,3,24.44,25.48,22.94,Foggy,Evening,Heavy
New Melissastad,Haleville,3,301.17,386.15,367.12,Cloudy,Morning,Moderate
South Terristad,South Clayton,2,406.21,441.04,478.52,Foggy,Afternoon,Moderate
Yoderstad,East Richardchester,0,26.09,32.47,33.6,Foggy,Afternoon,Light
Youngview,Amyland,2,18.62,27.06,25.04,Rainy,Night,Heavy
East Crystal,West Juliebury,3,224.91,302.93,308.33,Rainy,Night,Light
North Lisa,West Patricia,2,248.04,366.63,350.69,Cloudy,Night,Light
Markberg,Danafort,3,241.9,258.22,269.37,Rainy,Afternoon,Moderate
New Courtneyfort,Stevenfurt,2,411.52,451.61,416.76,Rainy,Evening,Heavy
Guerreroburgh,Bradleyshire,3,456.91,630.96,663.92,Clear,Morning,Heavy
Diazburgh,Port James,3,295.77,420.94,439.37,Foggy,Morning,Heavy
West Matthewstad,Andersonshire,0,210.53,292.75,267.14,Foggy,Evening,Light
Millerside,Port Lindastad,3,455.74,538.87,569.61,Foggy,Night,Heavy
Mossfurt,Jonesland,1,327.45,456.83,466.82,Foggy,Morning,Light
New Carlos,Port Brianborough,3,72.47,100.2,109.25,Clear,Night,Light
Tinastad,New Debbie,3,124.93,162.39,172.08,Foggy,Night,Heavy
Milesfurt,Seanton,1,43.32,52.78,56.62,Clear,Morning,Moderate
Markstad,Johnsonstad,0,320.49,439.53,401.15,Foggy,Afternoon,Light
North Jeff,Jacquelineburgh,2,16.69,24.76,23.45,Cloudy,Night,Heavy
West Katherinehaven,Lindseyborough,2,234.92,284.7,280.58,Cloudy,Afternoon,Heavy
Jamesmouth,Lisaburgh,0,263.12,290.27,274.16,Clear,Morning,Moderate
Lake Rachelburgh,East Robertbury,3,406.03,562.3,599.9,Foggy,Night,Moderate
Lake Julian,New James,2,402.23,477.87,491.72,Foggy,Night,Moderate
Scottburgh,West Peterberg,0,26.44,30.67,29.31,Rainy,Night,Moderate
Thompsonview,Brianmouth,1,51.85,68.01,67.42,Clear,Evening,Moderate
West Michaelchester,Jacobsfurt,0,455.14,617.13,643.17,Rainy,Night,Heavy
North Shawn,East Shannonton,1,417.63,580.78,627.97,Rainy,Night,Moderate
Rileyton,North George,3,403.39,419.93,390.44,Clear,Morning,Moderate
Lovebury,South Nicoleshire,2,93.49,132.0,130.86,Clear,Evening,Heavy
Lake Saraview,West Carolborough,3,439.51,525.71,576.0,Foggy,Morning,Moderate
Barrettstad,West Heatherfurt,2,291.74,417.5,450.61,Clear,Afternoon,Light
Port Andreaside,West Regina,1,247.68,280.69,265.47,Foggy,Evening,Moderate
Camposville,Jodiville,3,415.28,570.26,556.77,Clear,Morning,Light
West Julieview,West Mariastad,0,164.09,195.34,190.27,Cloudy,Night,Light
Lake Jessica,Lake Jason,2,175.13,196.96,197.8,Cloudy,Morning,Heavy
Jamesport,Jamesberg,1,467.2,531.64,570.34,Foggy,Evening,Heavy
Ballardstad,Clarkmouth,0,231.37,288.53,302.83,Clear,Afternoon,Heavy
West Cindyport,Grayland,3,244.6,356.33,357.87,Foggy,Afternoon,Moderate
West Bryanshire,Rodriguezbury,0,293.02,413.01,426.79,Clear,Night,Light
Robintown,New Timothyville,1,129.19,152.0,161.32,Foggy,Night,Heavy
Mccoyburgh,Port Alexandrafort,2,328.09,401.64,363.5,Clear,Night,Light
